Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold
29,Postgraduate,Alone,29938.00,26.00,11.40,Has child,1 child,3.00,3.00,7.00,0.00,2.00,11.00
40,Postgraduate,Alone,102692.00,1112.00,18.23,No child,No child,168.00,148.00,444.00,32.00,172.00,148.00
56,Undergraduate,In couple,26490.00,210.00,24.73,No child,No child,45.00,47.00,52.00,21.00,20.00,25.00
47,Postgraduate,In couple,75702.00,1148.00,25.53,Has child,2 children,650.00,28.00,353.00,45.00,42.00,30.00
40,Postgraduate,Alone,30899.00,33.00,24.03,Has child,1 child,24.00,0.00,8.00,0.00,0.00,1.00
53,Postgraduate,In couple,63342.00,1101.00,23.93,Has child,1 child,918.00,21.00,118.00,13.00,10.00,21.00
50,Postgraduate,Alone,45989.00,322.00,23.73,Has child,1 child,138.00,33.00,87.00,28.00,24.00,12.00
50,Postgraduate,Alone,18701.00,44.00,16.23,Has child,2 children,12.00,4.00,2.00,10.00,6.00,10.00
57,Postgraduate,Alone,40737.00,17.00,10.00,Has child,3 children,11.00,0.00,4.00,0.00,0.00,2.00
35,Postgraduate,Alone,15287.00,31.00,24.13,Has child,1 child,1.00,2.00,8.00,4.00,3.00,13.00
46,Postgraduate,Alone,69674.00,845.00,16.67,Has child,2 children,554.00,41.00,215.00,11.00,0.00,24.00
44,Postgraduate,In couple,44159.00,275.00,3.63,Has child,1 child,167.00,2.00,62.00,24.00,13.00,7.00
36,Postgraduate,In couple,37717.00,25.00,22.67,Has child,1 child,9.00,0.00,6.00,4.00,1.00,5.00
62,Postgraduate,In couple,43776.00,275.00,20.27,Has child,2 children,177.00,2.00,71.00,3.00,2.00,20.00
48,Postgraduate,In couple,38179.00,90.00,18.97,Has child,2 children,38.00,4.00,22.00,4.00,2.00,20.00
51,Postgraduate,In couple,80124.00,1495.00,3.33,No child,No child,483.00,84.00,398.00,205.00,84.00,241.00
44,Postgraduate,In couple,38097.00,184.00,23.97,Has child,2 children,77.00,2.00,35.00,0.00,1.00,69.00
44,Postgraduate,In couple,72940.00,981.00,15.73,No child,No child,182.00,74.00,298.00,162.00,149.00,116.00
44,Postgraduate,In couple,22070.00,67.00,12.17,Has child,1 child,10.00,7.00,19.00,8.00,2.00,21.00
61,Postgraduate,Alone,69267.00,1635.00,24.73,No child,No child,778.00,44.00,499.00,95.00,73.00,146.00
31,Postgraduate,Alone,31788.00,60.00,6.60,Has child,1 child,16.00,7.00,23.00,0.00,8.00,6.00
39,Postgraduate,In couple,61905.00,231.00,8.07,Has child,1 child,167.00,0.00,43.00,6.00,2.00,13.00
54,Postgraduate,In couple,29315.00,48.00,6.03,Has child,2 children,13.00,2.00,14.00,8.00,7.00,4.00
51,Postgraduate,Alone,33378.00,99.00,20.17,Has child,2 children,33.00,6.00,40.00,3.00,7.00,10.00
51,Postgraduate,In couple,66313.00,770.00,12.77,Has child,1 child,625.00,7.00,99.00,10.00,22.00,7.00
58,Postgraduate,Alone,60714.00,957.00,20.83,No child,No child,216.00,162.00,224.00,101.00,92.00,162.00
33,Postgraduate,In couple,77882.00,818.00,5.23,No child,No child,68.00,129.00,396.00,188.00,22.00,15.00
28,Postgraduate,Alone,69867.00,925.00,18.33,No child,No child,196.00,0.00,512.00,33.00,130.00,54.00
46,Postgraduate,Alone,63841.00,908.00,17.70,Has child,1 child,635.00,15.00,100.00,20.00,7.00,131.00
33,Undergraduate,In couple,24480.00,102.00,20.00,Has child,1 child,4.00,19.00,9.00,28.00,25.00,17.00
38,Postgraduate,In couple,51369.00,576.00,23.63,Has child,1 child,297.00,7.00,79.00,0.00,11.00,182.00
68,Postgraduate,In couple,37760.00,317.00,25.47,No child,No child,84.00,5.00,38.00,150.00,12.00,28.00
40,Postgraduate,In couple,65640.00,461.00,7.23,Has child,1 child,204.00,7.00,149.00,20.00,15.00,66.00
39,Postgraduate,In couple,44319.00,37.00,5.67,Has child,2 children,26.00,0.00,8.00,0.00,0.00,3.00
40,Postgraduate,In couple,30631.00,70.00,14.97,Has child,1 child,15.00,6.00,20.00,4.00,5.00,20.00
62,Postgraduate,In couple,75278.00,930.00,20.43,No child,No child,304.00,98.00,230.00,150.00,74.00,74.00
58,Postgraduate,In couple,50898.00,859.00,21.13,Has child,2 children,285.00,28.00,242.00,55.00,114.00,135.00
48,Postgraduate,Alone,79946.00,1478.00,4.83,No child,No child,395.00,183.00,565.00,166.00,141.00,28.00
65,Postgraduate,Alone,35416.00,390.00,15.93,No child,No child,248.00,3.00,81.00,4.00,3.00,51.00
30,Undergraduate,In couple,32414.00,52.00,15.23,No child,No child,20.00,6.00,5.00,0.00,9.00,12.00
45,Postgraduate,In couple,38361.00,137.00,9.37,Has child,1 child,39.00,0.00,56.00,20.00,8.00,14.00
34,Postgraduate,In couple,82497.00,1919.00,23.43,No child,No child,777.00,129.00,573.00,216.00,21.00,203.00
43,Postgraduate,In couple,16626.00,68.00,8.73,Has child,2 children,8.00,3.00,22.00,21.00,1.00,13.00
49,Postgraduate,In couple,29672.00,25.00,19.03,Has child,2 children,9.00,1.00,3.00,0.00,4.00,8.00
62,Postgraduate,In couple,55951.00,1374.00,25.73,Has child,1 child,1241.00,0.00,80.00,0.00,13.00,40.00
26,Undergraduate,Alone,35388.00,32.00,19.20,Has child,1 child,6.00,4.00,7.00,4.00,3.00,8.00
28,Postgraduate,In couple,42386.00,100.00,20.97,Has child,1 child,65.00,4.00,16.00,0.00,4.00,11.00
32,Postgraduate,Alone,68627.00,825.00,21.00,No child,No child,395.00,15.00,263.00,60.00,54.00,38.00
49,Postgraduate,Alone,57912.00,916.00,6.70,Has child,1 child,801.00,0.00,80.00,0.00,0.00,35.00
56,Postgraduate,Alone,35246.00,62.00,5.70,Has child,2 children,36.00,0.00,12.00,2.00,2.00,10.00
58,Undergraduate,In couple,58821.00,728.00,11.90,Has child,1 child,513.00,14.00,154.00,19.00,0.00,28.00
36,Postgraduate,In couple,46377.00,90.00,7.23,Has child,1 child,37.00,0.00,46.00,4.00,3.00,0.00
26,Postgraduate,Alone,39747.00,273.00,5.80,Has child,1 child,80.00,15.00,93.00,20.00,13.00,52.00
30,Postgraduate,In couple,23976.00,66.00,9.37,Has child,1 child,14.00,1.00,21.00,2.00,3.00,25.00
53,Postgraduate,In couple,80950.00,1213.00,18.50,No child,No child,525.00,147.00,112.00,219.00,147.00,63.00
48,Postgraduate,Alone,27038.00,107.00,24.87,No child,No child,1.00,26.00,25.00,17.00,23.00,15.00
67,Postgraduate,Alone,77457.00,1157.00,7.10,No child,No child,675.00,11.00,400.00,15.00,45.00,11.00
50,Postgraduate,In couple,64100.00,546.00,12.97,Has child,1 child,509.00,0.00,27.00,0.00,0.00,10.00
22,Postgraduate,In couple,42670.00,241.00,17.50,No child,No child,154.00,2.00,46.00,20.00,4.00,15.00
38,Postgraduate,Alone,12571.00,53.00,8.63,Has child,1 child,3.00,5.00,14.00,2.00,12.00,17.00
47,Postgraduate,In couple,22574.00,37.00,11.37,Has child,3 children,25.00,0.00,8.00,2.00,0.00,2.00
38,Postgraduate,Alone,70893.00,1508.00,20.17,No child,No child,768.00,44.00,561.00,77.00,44.00,14.00
48,Postgraduate,In couple,54198.00,235.00,9.70,Has child,2 children,185.00,0.00,28.00,3.00,2.00,17.00
58,Postgraduate,In couple,28839.00,32.00,6.90,Has child,2 children,24.00,0.00,7.00,0.00,0.00,1.00
42,Postgraduate,In couple,40321.00,102.00,14.40,Has child,2 children,44.00,4.00,21.00,6.00,0.00,27.00
29,Postgraduate,Alone,66503.00,401.00,26.03,Has child,1 child,91.00,64.00,128.00,65.00,3.00,50.00
63,Postgraduate,In couple,30833.00,28.00,14.83,Has child,2 children,11.00,0.00,7.00,3.00,1.00,6.00
43,Postgraduate,In couple,64795.00,680.00,20.83,Has child,1 child,412.00,5.00,119.00,38.00,29.00,77.00
40,Postgraduate,In couple,34421.00,30.00,15.33,Has child,1 child,3.00,3.00,7.00,6.00,2.00,9.00
49,Postgraduate,Alone,47025.00,20.00,7.90,Has child,2 children,16.00,0.00,3.00,0.00,0.00,1.00
53,Postgraduate,Alone,64325.00,1307.00,20.13,Has child,1 child,731.00,60.00,353.00,78.00,12.00,73.00
61,Postgraduate,Alone,40464.00,630.00,21.03,Has child,1 child,424.00,17.00,118.00,7.00,23.00,41.00
57,Postgraduate,In couple,62187.00,1283.00,15.20,No child,No child,792.00,0.00,275.00,45.00,45.00,126.00
38,Postgraduate,Alone,14849.00,65.00,15.30,Has child,1 child,21.00,2.00,28.00,3.00,2.00,9.00
30,Postgraduate,In couple,27255.00,37.00,11.03,Has child,1 child,22.00,1.00,11.00,0.00,1.00,2.00
64,Postgraduate,In couple,54432.00,38.00,17.10,Has child,3 children,33.00,0.00,5.00,0.00,0.00,0.00
28,Postgraduate,Alone,29999.00,160.00,19.93,Has child,1 child,68.00,7.00,59.00,10.00,5.00,11.00
31,Postgraduate,Alone,24072.00,23.00,17.87,Has child,1 child,9.00,1.00,6.00,3.00,0.00,4.00
25,Postgraduate,Alone,33996.00,71.00,12.93,No child,No child,40.00,2.00,15.00,8.00,0.00,6.00
58,Postgraduate,In couple,66334.00,1161.00,18.30,Has child,1 child,909.00,11.00,218.00,0.00,0.00,23.00
43,Postgraduate,In couple,35178.00,59.00,21.07,Has child,1 child,23.00,1.00,13.00,2.00,2.00,18.00
31,Postgraduate,In couple,22010.00,33.00,15.37,Has child,1 child,11.00,2.00,9.00,3.00,0.00,8.00
54,Postgraduate,Alone,62204.00,946.00,25.07,Has child,2 children,317.00,46.00,247.00,151.00,46.00,139.00
46,Postgraduate,Alone,75693.00,1442.00,22.23,No child,No child,797.00,153.00,293.00,72.00,97.00,30.00
42,Postgraduate,In couple,30675.00,62.00,23.03,Has child,1 child,10.00,2.00,16.00,11.00,2.00,21.00
49,Postgraduate,In couple,83003.00,1674.00,19.33,No child,No child,856.00,61.00,570.00,40.00,25.00,122.00
115,Postgraduate,In couple,83532.00,1853.00,12.43,No child,No child,755.00,144.00,562.00,104.00,64.00,224.00
26,Postgraduate,Alone,68655.00,1538.00,26.17,No child,No child,456.00,19.00,832.00,75.00,118.00,38.00
28,Postgraduate,Alone,41411.00,139.00,10.03,No child,No child,37.00,32.00,38.00,11.00,3.00,18.00
45,Postgraduate,In couple,55212.00,1182.00,22.67,Has child,1 child,1103.00,0.00,45.00,0.00,0.00,34.00
64,Postgraduate,In couple,59292.00,507.00,15.93,Has child,1 child,378.00,14.00,68.00,19.00,14.00,14.00
41,Undergraduate,In couple,27190.00,18.00,13.83,Has child,1 child,1.00,6.00,7.00,0.00,1.00,3.00
62,Postgraduate,Alone,82623.00,940.00,10.93,No child,No child,204.00,34.00,204.00,172.00,153.00,173.00
49,Postgraduate,In couple,44300.00,42.00,15.60,Has child,2 children,30.00,0.00,9.00,0.00,0.00,3.00
44,Postgraduate,Alone,84835.00,1190.00,3.67,No child,No child,189.00,104.00,379.00,111.00,189.00,218.00
43,Postgraduate,Alone,30372.00,44.00,21.60,Has child,2 children,15.00,0.00,12.00,7.00,3.00,7.00
38,Postgraduate,In couple,33181.00,16.00,9.13,Has child,1 child,9.00,0.00,3.00,0.00,0.00,4.00
57,Postgraduate,In couple,71113.00,835.00,9.70,Has child,1 child,495.00,33.00,255.00,11.00,33.00,8.00
28,Postgraduate,In couple,71952.00,1443.00,21.07,Has child,1 child,656.00,80.00,455.00,52.00,107.00,93.00
48,Postgraduate,Alone,69759.00,1029.00,11.37,No child,No child,452.00,20.00,514.00,13.00,30.00,0.00
40,Postgraduate,In couple,72099.00,1188.00,23.57,No child,No child,546.00,91.00,410.00,119.00,0.00,22.00
38,Postgraduate,Alone,60000.00,1277.00,21.70,Has child,1 child,1048.00,0.00,217.00,0.00,0.00,12.00
36,Postgraduate,Alone,38643.00,49.00,10.30,Has child,2 children,22.00,2.00,14.00,0.00,1.00,10.00
59,Postgraduate,In couple,50737.00,99.00,17.03,Has child,1 child,78.00,0.00,11.00,0.00,0.00,10.00
45,Postgraduate,In couple,68462.00,1670.00,22.03,No child,No child,561.00,64.00,785.00,84.00,128.00,48.00
71,Postgraduate,In couple,65073.00,900.00,13.67,No child,No child,629.00,17.00,177.00,69.00,0.00,8.00
66,Postgraduate,In couple,46681.00,425.00,12.03,Has child,2 children,269.00,15.00,69.00,15.00,19.00,38.00
57,Postgraduate,In couple,78618.00,2153.00,24.53,No child,No child,736.00,163.00,818.00,212.00,163.00,61.00
45,Postgraduate,Alone,62187.00,636.00,6.53,Has child,1 child,512.00,0.00,83.00,0.00,0.00,41.00
36,Postgraduate,In couple,28442.00,57.00,7.40,Has child,2 children,19.00,3.00,10.00,11.00,8.00,6.00
36,Postgraduate,In couple,37717.00,25.00,22.67,Has child,1 child,9.00,0.00,6.00,4.00,1.00,5.00
47,Postgraduate,In couple,51479.00,494.00,21.50,Has child,2 children,247.00,8.00,160.00,6.00,8.00,65.00
45,Postgraduate,Alone,54803.00,693.00,25.80,Has child,1 child,404.00,0.00,92.00,28.00,27.00,142.00
54,Postgraduate,In couple,79530.00,1348.00,16.83,No child,No child,333.00,0.00,815.00,129.00,42.00,29.00
38,Postgraduate,Alone,31615.00,51.00,18.90,Has child,1 child,2.00,3.00,20.00,6.00,11.00,9.00
52,Postgraduate,In couple,72025.00,1932.00,22.87,No child,No child,833.00,33.00,549.00,151.00,133.00,233.00
39,Postgraduate,Alone,52614.00,990.00,22.40,Has child,1 child,789.00,0.00,142.00,12.00,9.00,38.00
30,Undergraduate,In couple,35684.00,30.00,5.50,Has child,1 child,10.00,4.00,7.00,0.00,6.00,3.00
39,Postgraduate,In couple,48178.00,254.00,23.53,Has child,2 children,159.00,4.00,45.00,6.00,2.00,38.00
44,Postgraduate,Alone,29548.00,29.00,13.37,Has child,1 child,7.00,1.00,6.00,3.00,1.00,11.00
48,Postgraduate,Alone,63810.00,1371.00,23.07,Has child,1 child,977.00,12.00,253.00,16.00,12.00,101.00
42,Postgraduate,Alone,38578.00,73.00,15.63,Has child,2 children,38.00,4.00,22.00,3.00,3.00,3.00
39,Postgraduate,Alone,46098.00,120.00,25.90,Has child,2 children,57.00,0.00,27.00,0.00,0.00,36.00
44,Postgraduate,Alone,22585.00,81.00,18.83,No child,No child,3.00,9.00,15.00,13.00,2.00,39.00
25,Postgraduate,Alone,30279.00,37.00,21.43,Has child,1 child,10.00,4.00,14.00,4.00,4.00,1.00
53,Postgraduate,In couple,66426.00,1377.00,12.23,Has child,1 child,1043.00,24.00,97.00,32.00,24.00,157.00
45,Postgraduate,Alone,30822.00,51.00,15.90,Has child,1 child,3.00,9.00,13.00,2.00,12.00,12.00
45,Postgraduate,In couple,33581.00,17.00,21.13,Has child,2 children,11.00,0.00,5.00,0.00,0.00,1.00
29,Postgraduate,In couple,19986.00,22.00,10.80,Has child,1 child,3.00,6.00,5.00,0.00,2.00,6.00
60,Postgraduate,Alone,27421.00,324.00,22.03,No child,No child,43.00,12.00,96.00,78.00,40.00,55.00
41,Undergraduate,In couple,35688.00,211.00,25.77,Has child,3 children,73.00,3.00,90.00,12.00,1.00,32.00
33,Postgraduate,Alone,36143.00,19.00,6.27,Has child,1 child,12.00,0.00,1.00,0.00,0.00,6.00
43,Postgraduate,Alone,10245.00,41.00,16.90,Has child,1 child,4.00,7.00,7.00,6.00,4.00,13.00
46,Postgraduate,In couple,43795.00,492.00,11.77,Has child,1 child,314.00,11.00,53.00,4.00,3.00,107.00
54,Postgraduate,In couple,63381.00,1005.00,24.30,Has child,1 child,571.00,50.00,142.00,33.00,50.00,159.00
65,Postgraduate,In couple,38823.00,114.00,25.50,Has child,1 child,70.00,0.00,11.00,2.00,8.00,23.00
46,Postgraduate,Alone,83664.00,1173.00,17.13,Has child,2 children,866.00,21.00,151.00,28.00,21.00,86.00
35,Postgraduate,In couple,90300.00,1738.00,9.13,No child,No child,594.00,134.00,786.00,33.00,134.00,57.00
35,Postgraduate,In couple,62499.00,222.00,9.97,Has child,1 child,140.00,4.00,61.00,0.00,13.00,4.00
21,Postgraduate,Alone,74293.00,1127.00,5.10,No child,No child,375.00,152.00,335.00,93.00,91.00,81.00
68,Postgraduate,In couple,51012.00,209.00,17.80,No child,No child,102.00,9.00,63.00,2.00,9.00,24.00
46,Postgraduate,In couple,70777.00,787.00,7.37,Has child,1 child,554.00,35.00,113.00,0.00,7.00,78.00
23,Postgraduate,In couple,68682.00,1598.00,12.10,No child,No child,919.00,0.00,505.00,99.00,30.00,45.00
43,Postgraduate,In couple,43824.00,186.00,24.97,Has child,2 children,96.00,1.00,42.00,12.00,3.00,32.00
30,Postgraduate,In couple,15345.00,47.00,25.47,Has child,1 child,5.00,2.00,16.00,3.00,2.00,19.00
27,Postgraduate,Alone,23442.00,27.00,21.63,Has child,1 child,2.00,0.00,6.00,8.00,6.00,5.00
34,Undergraduate,In couple,14515.00,96.00,23.13,Has child,1 child,6.00,4.00,9.00,6.00,36.00,35.00
58,Undergraduate,Alone,31395.00,64.00,18.67,Has child,2 children,23.00,1.00,25.00,0.00,8.00,7.00
49,Postgraduate,In couple,75276.00,1040.00,24.57,No child,No child,610.00,105.00,125.00,137.00,42.00,21.00
40,Postgraduate,Alone,42373.00,163.00,13.83,Has child,2 children,67.00,5.00,61.00,3.00,8.00,19.00
54,Postgraduate,In couple,30507.00,343.00,19.07,No child,No child,65.00,36.00,74.00,38.00,20.00,110.00
59,Postgraduate,Alone,55521.00,446.00,11.57,Has child,3 children,416.00,0.00,26.00,0.00,0.00,4.00
49,Postgraduate,In couple,48006.00,41.00,3.90,Has child,2 children,23.00,0.00,11.00,3.00,2.00,2.00
42,Postgraduate,Alone,27213.00,70.00,25.50,Has child,1 child,19.00,3.00,26.00,10.00,9.00,3.00
43,Postgraduate,Alone,65808.00,272.00,4.23,Has child,2 children,155.00,7.00,80.00,13.00,7.00,10.00
40,Postgraduate,In couple,30351.00,46.00,16.17,Has child,1 child,14.00,0.00,24.00,3.00,3.00,2.00
51,Postgraduate,In couple,50437.00,490.00,23.90,Has child,2 children,370.00,9.00,92.00,6.00,9.00,4.00
32,Undergraduate,Alone,23616.00,79.00,22.87,Has child,1 child,4.00,22.00,11.00,3.00,7.00,32.00
38,Postgraduate,In couple,53858.00,915.00,23.13,Has child,1 child,407.00,53.00,221.00,58.00,150.00,26.00
59,Postgraduate,In couple,66465.00,1485.00,18.43,Has child,1 child,1200.00,0.00,204.00,38.00,29.00,14.00
27,Postgraduate,Alone,46923.00,369.00,25.77,Has child,1 child,85.00,44.00,54.00,102.00,78.00,6.00
52,Postgraduate,In couple,75072.00,1073.00,20.63,Has child,1 child,583.00,34.00,309.00,0.00,22.00,125.00
71,Postgraduate,In couple,75865.00,1242.00,6.23,No child,No child,483.00,0.00,591.00,156.00,0.00,12.00
39,Undergraduate,In couple,19789.00,78.00,10.60,Has child,1 child,2.00,5.00,9.00,28.00,6.00,28.00
20,Postgraduate,In couple,80134.00,1378.00,7.73,No child,No child,966.00,26.00,282.00,52.00,26.00,26.00
33,Postgraduate,Alone,91065.00,1474.00,19.63,No child,No child,822.00,114.00,108.00,179.00,137.00,114.00
43,Postgraduate,In couple,49505.00,751.00,19.27,Has child,2 children,604.00,0.00,100.00,19.00,0.00,28.00
41,Postgraduate,In couple,37401.00,48.00,5.03,Has child,1 child,19.00,3.00,19.00,3.00,1.00,3.00
31,Postgraduate,In couple,30096.00,45.00,4.50,Has child,1 child,5.00,3.00,11.00,12.00,5.00,9.00
32,Postgraduate,In couple,18492.00,10.00,4.03,Has child,1 child,2.00,2.00,2.00,2.00,1.00,1.00
40,Postgraduate,In couple,82584.00,1435.00,16.23,No child,No child,1076.00,68.00,103.00,29.00,91.00,68.00
73,Postgraduate,In couple,93027.00,2119.00,17.97,No child,No child,1285.00,42.00,716.00,55.00,0.00,21.00
61,Postgraduate,In couple,48686.00,20.00,10.13,Has child,3 children,10.00,0.00,7.00,2.00,0.00,1.00
28,Postgraduate,In couple,92910.00,1795.00,5.43,No child,No child,551.00,137.00,792.00,179.00,103.00,33.00
25,Postgraduate,In couple,75433.00,1188.00,6.07,Has child,1 child,800.00,0.00,297.00,0.00,34.00,57.00
25,Undergraduate,In couple,10404.00,43.00,5.10,Has child,1 child,2.00,2.00,11.00,10.00,6.00,12.00
46,Postgraduate,In couple,61314.00,1008.00,17.57,Has child,1 child,378.00,0.00,189.00,97.00,172.00,172.00
53,Postgraduate,Alone,84865.00,1688.00,17.10,No child,No child,1248.00,16.00,349.00,43.00,16.00,16.00
25,Postgraduate,In couple,42387.00,684.00,23.50,Has child,1 child,235.00,0.00,235.00,19.00,4.00,191.00
47,Undergraduate,In couple,67309.00,1082.00,20.63,Has child,2 children,515.00,47.00,181.00,149.00,95.00,95.00
50,Postgraduate,In couple,75236.00,1068.00,10.43,Has child,1 child,438.00,66.00,400.00,12.00,38.00,114.00
44,Postgraduate,Alone,30015.00,57.00,8.13,Has child,1 child,25.00,0.00,22.00,2.00,3.00,5.00
58,Postgraduate,In couple,50943.00,46.00,15.67,Has child,1 child,31.00,0.00,7.00,2.00,0.00,6.00
48,Postgraduate,Alone,67272.00,733.00,9.57,Has child,1 child,357.00,35.00,271.00,28.00,28.00,14.00
65,Postgraduate,Alone,51529.00,467.00,13.07,Has child,1 child,400.00,4.00,35.00,6.00,0.00,22.00
43,Postgraduate,In couple,32011.00,122.00,13.60,Has child,1 child,99.00,0.00,15.00,2.00,1.00,5.00
28,Undergraduate,In couple,7500.00,36.00,20.13,Has child,1 child,1.00,11.00,5.00,4.00,6.00,9.00
25,Postgraduate,In couple,28691.00,34.00,15.23,Has child,1 child,5.00,4.00,13.00,8.00,0.00,4.00
66,Postgraduate,In couple,56223.00,156.00,9.60,Has child,1 child,77.00,28.00,31.00,16.00,0.00,4.00
68,Postgraduate,In couple,18100.00,14.00,14.13,No child,No child,3.00,1.00,2.00,4.00,3.00,1.00
25,Postgraduate,Alone,30279.00,37.00,21.43,Has child,1 child,10.00,4.00,14.00,4.00,4.00,1.00
40,Undergraduate,In couple,20130.00,34.00,6.70,No child,No child,0.00,6.00,3.00,7.00,6.00,12.00
55,Postgraduate,Alone,23295.00,20.00,14.93,No child,No child,0.00,0.00,1.00,2.00,12.00,5.00
42,Postgraduate,Alone,42618.00,192.00,12.00,Has child,1 child,76.00,14.00,74.00,13.00,5.00,10.00
50,Postgraduate,Alone,81246.00,1379.00,9.30,No child,No child,398.00,190.00,537.00,61.00,156.00,37.00
38,Postgraduate,In couple,24027.00,48.00,16.07,Has child,1 child,14.00,7.00,11.00,11.00,0.00,5.00
61,Postgraduate,In couple,55707.00,428.00,9.53,Has child,1 child,208.00,7.00,82.00,30.00,66.00,35.00
59,Postgraduate,Alone,57959.00,868.00,17.33,Has child,1 child,430.00,16.00,322.00,43.00,24.00,33.00
45,Postgraduate,In couple,56796.00,1001.00,19.83,Has child,1 child,656.00,38.00,161.00,62.00,47.00,37.00
43,Postgraduate,Alone,36230.00,59.00,11.73,Has child,1 child,14.00,2.00,30.00,8.00,2.00,3.00
34,Undergraduate,In couple,70829.00,431.00,10.23,Has child,2 children,141.00,70.00,106.00,72.00,19.00,23.00
38,Postgraduate,In couple,65991.00,971.00,25.23,Has child,1 child,507.00,19.00,364.00,25.00,47.00,9.00
42,Postgraduate,In couple,38988.00,348.00,25.83,Has child,3 children,164.00,24.00,103.00,12.00,3.00,42.00
48,Undergraduate,Alone,89572.00,2059.00,24.97,No child,No child,606.00,24.00,974.00,197.00,194.00,64.00
